100000	10.00	2.61	53.43	79.16	14.31	119.27	180.59	10.00	5.05	75.64	108.61	13.28	100.61	206.71	10.00	2.12	55.71	78.05	63.23	182.93	260.38	
50000	20.00	1.97	50.33	72.74	12.96	152.48	249.94	20.00	4.19	55.03	80.65	168.89	265.56	311.70	20.00	2.34	46.58	63.53	62.70	160.60	367.87	
20000	50.00	1.29	43.21	57.96	220.31	395.58	593.33	49.99	1.62	48.22	65.41	156.18	383.99	547.44	50.00	1.19	46.90	64.46	140.03	309.18	511.73	
13333	74.99	1.04	40.24	52.11	278.53	504.58	642.33	74.99	3.17	48.05	64.28	231.78	491.99	769.71	74.99	3.34	43.81	57.60	101.31	491.38	600.70	
10000	99.99	1.58	44.66	58.40	319.49	494.41	698.67	99.99	1.27	45.97	61.72	329.85	597.62	753.92	99.99	1.64	45.10	57.77	353.91	812.59	921.65	
7700	129.85	2.30	42.48	58.02	198.22	567.48	1290.57	129.85	1.22	42.48	56.03	49.78	652.08	1308.39	129.86	1.27	42.82	56.82	48.87	1311.23	1641.85	
6250	159.98	1.91	37.62	46.47	41.58	694.77	1249.08	159.99	1.21	39.25	49.37	247.48	679.82	1186.00	159.98	1.32	40.22	53.42	47.24	1198.91	1688.09	
5000	199.81	0.94	39.30	50.38	10.01	1043.91	2085.78	199.79	1.10	42.87	52.38	352.01	1078.31	2206.95	199.80	1.54	42.67	55.74	658.41	960.83	1094.86	
2000	200.83	1.34	41.74	53.49	4.57	1565.15	3523.93	192.82	0.95	43.69	58.53	8.00	1501.91	3737.81	190.04	1.57	42.55	55.51	5.12	1529.88	3815.12	
